Removed Pin From Net: NetName=V_BATT Pin=BT1-1
Removed Pin From Net: NetName=VDD_5V Pin=C41-1
Removed Pin From Net: NetName=VDD_5VA Pin=C47-1
Removed Pin From Net: NetName=A_GND Pin=C47-2
Removed Pin From Net: NetName=VDD_5V Pin=D6-1
Removed Pin From Net: NetName=VDD_5VA Pin=J2-1
Removed Pin From Net: NetName=A_GND Pin=J2-4
Removed Pin From Net: NetName=LOAD_CELL_4 Pin=J2-5
Removed Pin From Net: NetName=LOAD_CELL_3 Pin=J2-6
Removed Pin From Net: NetName=LOAD_CELL_2 Pin=J2-7
Removed Pin From Net: NetName=LOAD_CELL_1 Pin=J2-8
Removed Pin From Net: NetName=GND Pin=J3-0
Removed Pin From Net: NetName=GND Pin=J3-0
Removed Pin From Net: NetName=VDD_5V Pin=J3-1
Removed Pin From Net: NetName=VDD_5V Pin=J3-2
Removed Pin From Net: NetName=VDD_5V Pin=J3-3
Removed Pin From Net: NetName=GND Pin=J3-4
Removed Pin From Net: NetName=VDD_3V3 Pin=J3-5
Removed Pin From Net: NetName=VDD_3V3 Pin=J3-6
Removed Pin From Net: NetName=VDD_3V3 Pin=J3-7
Removed Pin From Net: NetName=GND Pin=J3-8
Removed Pin From Net: NetName=GND Pin=J3-10
Removed Pin From Net: NetName=GND Pin=J3-12
Removed Pin From Net: NetName=GND Pin=J3-14
Removed Pin From Net: NetName=GND Pin=J3-18
Removed Pin From Net: NetName=I2C_SCL Pin=J3-19
Removed Pin From Net: NetName=I2C_SDA Pin=J3-20
Removed Pin From Net: NetName=GND Pin=J3-21
Removed Pin From Net: NetName=ESP32_GPIO0 Pin=J3-22
Removed Pin From Net: NetName=BTN2 Pin=J3-23
Removed Pin From Net: NetName=BTN1 Pin=J3-24
Removed Pin From Net: NetName=GND Pin=J6-2
Removed Pin From Net: NetName=GND Pin=J6-2
Removed Pin From Net: NetName=NetQ5_1 Pin=Q6-1
Removed Pin From Net: NetName=NetQ5_1 Pin=Q6-1
Removed Pin From Net: NetName=NetQ5_1 Pin=Q6-1
Removed Pin From Net: NetName=NetQ5_1 Pin=Q6-1
Removed Pin From Net: NetName=GND Pin=R60-1
Removed Pin From Net: NetName=DETECT_1 Pin=R60-2
Removed Pin From Net: NetName=GND Pin=R61-1
Removed Pin From Net: NetName=DETECT_2 Pin=R61-2
Removed Pin From Net: NetName=DETECT_1 Pin=R67-1
Removed Pin From Net: NetName=DETECT_2 Pin=R68-1
Removed Pin From Net: NetName=VDD_5V Pin=R78-2
Removed Pin From Net: NetName=V_BATT Pin=R92-1
Removed Pin From Net: NetName=GND Pin=R93-1
Removed Pin From Net: NetName=VDD_5V Pin=TP13-1
Removed Pin From Net: NetName=VDD_5V_FB Pin=TP15-1
Removed Pin From Net: NetName=GND Pin=U12-4
Removed Pin From Net: NetName=GND Pin=U12-5
Removed Pin From Net: NetName=VDD_5V Pin=U13-6
Removed Pin From Net: NetName=VDD_5V Pin=U13-7
Removed Pin From Net: NetName=VDD_5V_FB Pin=U17-8
Removed Pin From Net: NetName=VDD_5V_EN Pin=U17-9
Removed Pin From Net: NetName=DATAN/PGC Pin=U17-11
Removed Member From Class: ClassName=Regulation_Charging Member=BT1
Removed Member From Class: ClassName=Load_Cell_Acquisition Member=C62
Removed Member From Class: ClassName=Regulation_Charging Member=D7
Removed Member From Class: ClassName=Regulation_Charging Member=D10
Removed Member From Class: ClassName=Load_Cell_Biasing Member=J2
Removed Member From Class: ClassName=Processor Member=J6
Removed Member From Class: ClassName=Load_Cell_Acquisition Member=R54
Removed Member From Class: ClassName=Load_Cell_Biasing Member=R60
Removed Member From Class: ClassName=Load_Cell_Biasing Member=R61
Removed Member From Class: ClassName=Load_Cell_Biasing Member=R67
Removed Member From Class: ClassName=Load_Cell_Biasing Member=R68
Removed Member From Class: ClassName=Regulation_Charging Member=R92
Removed Member From Class: ClassName=Regulation_Charging Member=R93
Removed Member From Class: ClassName=Regulation_Charging Member=U15
Removed Member From Class: ClassName=50R Member=NetC2_2
Change Component Footprint: Designator=J3 Old Footprint=CONN,FFC,BOTTOM,24POS,0.5MM New Footprint=Conn,Spring,Piston,8Pos,Thru
Change Footprint: Cannot match pads with new footprint in component :Q5 Footprint:SOT23-3
Change Component Comment : Designator=J3 Old Comment=Conn,FFC,Bottom,24 Pin,0.5mm New Comment=Conn,Spring,Piston,8Pos,Thru
Change Component Comment : Designator=Q5 Old Comment=PMPB25ENEX New Comment=DMP2160U-7
Change Component Designator: OldDesignator=C22 NewDesignator=C23
Change Component Designator: OldDesignator=C23 NewDesignator=C24
Change Component Designator: OldDesignator=C24 NewDesignator=C22
Change Component Designator: OldDesignator=C33 NewDesignator=C34
Change Component Designator: OldDesignator=C34 NewDesignator=C35
Change Component Designator: OldDesignator=C35 NewDesignator=C36
Change Component Designator: OldDesignator=C36 NewDesignator=C37
Change Component Designator: OldDesignator=C37 NewDesignator=C38
Change Component Designator: OldDesignator=C38 NewDesignator=C39
Change Component Designator: OldDesignator=C39 NewDesignator=C41
Change Component Designator: OldDesignator=C40 NewDesignator=C52
Change Component Designator: OldDesignator=C41 NewDesignator=C46
Change Component Designator: OldDesignator=C43 NewDesignator=C49
Change Component Designator: OldDesignator=C44 NewDesignator=C50
Change Component Designator: OldDesignator=C45 NewDesignator=C47
Change Component Designator: OldDesignator=C46 NewDesignator=C48
Change Component Designator: OldDesignator=C48 NewDesignator=C55
Change Component Designator: OldDesignator=C49 NewDesignator=C56
Change Component Designator: OldDesignator=C50 NewDesignator=C57
Change Component Designator: OldDesignator=C51 NewDesignator=C58
Change Component Designator: OldDesignator=C52 NewDesignator=C62
Change Component Designator: OldDesignator=C54 NewDesignator=C64
Change Component Designator: OldDesignator=C55 NewDesignator=C65
Change Component Designator: OldDesignator=C56 NewDesignator=C66
Change Component Designator: OldDesignator=C57 NewDesignator=C67
Change Component Designator: OldDesignator=C58 NewDesignator=C68
Change Component Designator: OldDesignator=C59 NewDesignator=C51
Change Component Designator: OldDesignator=C60 NewDesignator=C53
Change Component Designator: OldDesignator=C61 NewDesignator=C54
Change Component Designator: OldDesignator=C62 NewDesignator=C33
Change Component Designator: OldDesignator=C63 NewDesignator=C40
Change Component Designator: OldDesignator=D4 NewDesignator=D7
Change Component Designator: OldDesignator=D5 NewDesignator=D8
Change Component Designator: OldDesignator=D6 NewDesignator=D9
Change Component Designator: OldDesignator=D7 NewDesignator=D5
Change Component Designator: OldDesignator=D8 NewDesignator=D12
Change Component Designator: OldDesignator=D9 NewDesignator=D4
Change Component Designator: OldDesignator=D10 NewDesignator=D6
Change Component Designator: OldDesignator=J4 NewDesignator=J2
Change Component Designator: OldDesignator=J16 NewDesignator=J6
Change Component Designator: OldDesignator=L5 NewDesignator=L6
Change Component Designator: OldDesignator=L6 NewDesignator=L5
Change Component Designator: OldDesignator=Q6 NewDesignator=Q8
Change Component Designator: OldDesignator=Q7 NewDesignator=Q6
Change Component Designator: OldDesignator=R24 NewDesignator=R25
Change Component Designator: OldDesignator=R25 NewDesignator=R24
Change Component Designator: OldDesignator=R26 NewDesignator=R27
Change Component Designator: OldDesignator=R27 NewDesignator=R26
Change Component Designator: OldDesignator=R32 NewDesignator=R34
Change Component Designator: OldDesignator=R34 NewDesignator=R32
Change Component Designator: OldDesignator=R35 NewDesignator=R37
Change Component Designator: OldDesignator=R36 NewDesignator=R35
Change Component Designator: OldDesignator=R37 NewDesignator=R36
Change Component Designator: OldDesignator=R44 NewDesignator=R45
Change Component Designator: OldDesignator=R45 NewDesignator=R44
Change Component Designator: OldDesignator=R46 NewDesignator=R100
Change Component Designator: OldDesignator=R47 NewDesignator=R48
Change Component Designator: OldDesignator=R48 NewDesignator=R47
Change Component Designator: OldDesignator=R49 NewDesignator=R86
Change Component Designator: OldDesignator=R50 NewDesignator=R46
Change Component Designator: OldDesignator=R51 NewDesignator=R52
Change Component Designator: OldDesignator=R52 NewDesignator=R49
Change Component Designator: OldDesignator=R53 NewDesignator=R50
Change Component Designator: OldDesignator=R54 NewDesignator=R51
Change Component Designator: OldDesignator=R55 NewDesignator=R53
Change Component Designator: OldDesignator=R56 NewDesignator=R54
Change Component Designator: OldDesignator=R57 NewDesignator=R55
Change Component Designator: OldDesignator=R58 NewDesignator=R56
Change Component Designator: OldDesignator=R59 NewDesignator=R57
Change Component Designator: OldDesignator=R62 NewDesignator=R58
Change Component Designator: OldDesignator=R63 NewDesignator=R72
Change Component Designator: OldDesignator=R64 NewDesignator=R59
Change Component Designator: OldDesignator=R65 NewDesignator=R60
Change Component Designator: OldDesignator=R66 NewDesignator=R61
Change Component Designator: OldDesignator=R69 NewDesignator=R75
Change Component Designator: OldDesignator=R70 NewDesignator=R77
Change Component Designator: OldDesignator=R71 NewDesignator=R70
Change Component Designator: OldDesignator=R72 NewDesignator=R62
Change Component Designator: OldDesignator=R73 NewDesignator=R67
Change Component Designator: OldDesignator=R74 NewDesignator=R68
Change Component Designator: OldDesignator=R75 NewDesignator=R71
Change Component Designator: OldDesignator=R76 NewDesignator=R73
