time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
19021,-0.01,-1.03,-0.05,6.47,2.23,1.86,-0.09,-0.96,0.23,-3.42,1.86,-0.55,16409860
19032,-0.01,-1.03,-0.05,7.90,2.87,1.16,-0.09,-0.96,0.23,-2.62,1.89,-0.92,16411915
19041,-0.03,-1.03,-0.05,9.40,1.10,-0.49,-0.09,-0.96,0.23,-2.56,2.26,-1.40,16413846
19053,-0.04,-1.02,-0.05,10.19,0.03,-2.96,-0.09,-0.96,0.23,-2.66,2.08,-1.19,16415036
19064,-0.05,-1.02,-0.04,10.77,-2.04,-2.87,-0.09,-0.96,0.23,-2.26,1.28,-1.19,16414970
19077,-0.06,-1.01,-0.04,11.29,-3.48,-1.98,-0.09,-0.96,0.23,-1.83,1.07,-1.74,16415109
19089,-0.06,-1.01,-0.04,10.59,-3.91,-1.25,-0.09,-0.96,0.23,-1.04,1.77,-1.89,16415777
19100,-0.05,-1.00,-0.03,10.47,-3.94,0.24,-0.09,-0.96,0.23,-0.58,3.42,-2.08,16415998
19112,-0.05,-1.00,-0.03,10.93,-3.91,2.20,-0.09,-0.96,0.23,0.09,3.05,-1.98,16415791
19125,-0.05,-1.01,-0.02,11.05,-3.97,3.08,-0.09,-0.97,0.23,0.34,2.87,-1.89,16415817
19136,-0.05,-1.01,-0.02,11.17,-3.85,3.39,-0.09,-0.97,0.23,0.58,1.89,-1.56,16415876
19148,-0.06,-1.00,-0.02,11.75,-4.27,3.02,-0.10,-0.97,0.23,0.79,1.01,-1.40,16415766
19161,-0.06,-1.00,-0.03,12.39,-4.12,2.47,-0.09,-0.96,0.23,0.70,0.79,-0.85,16415791
19172,-0.05,-1.00,-0.03,12.73,-4.18,2.20,-0.09,-0.97,0.23,0.79,0.37,-0.79,16415890
19184,-0.05,-1.00,-0.03,12.76,-4.00,1.98,-0.09,-0.97,0.23,0.82,0.49,-0.37,16416412
19196,-0.05,-1.00,-0.03,12.82,-3.51,1.98,-0.09,-0.97,0.23,0.73,1.04,-0.06,16416819
19209,-0.04,-1.00,-0.03,13.76,-3.39,3.48,-0.09,-0.96,0.23,0.64,1.13,0.18,16416279
19220,-0.04,-1.01,-0.03,14.37,-3.33,4.76,-0.09,-0.96,0.23,0.18,0.64,0.21,16415724
19232,-0.04,-1.01,-0.03,15.08,-3.69,4.58,-0.09,-0.96,0.23,0.03,0.03,0.34,16415328
19245,-0.04,-0.99,-0.03,14.65,-3.81,2.38,-0.09,-0.96,0.23,-0.15,0.27,0.61,16415134
19256,-0.03,-0.98,-0.04,13.55,-3.54,0.61,-0.09,-0.97,0.23,-0.15,1.22,0.34,16415224
19268,-0.02,-0.97,-0.04,12.88,-2.66,-0.67,-0.08,-0.97,0.23,-0.49,2.35,0.18,16414848
19280,-0.00,-0.98,-0.03,12.94,-1.65,1.04,-0.09,-0.97,0.23,-1.07,2.53,-0.15,16414314
19292,0.00,-0.99,-0.02,13.31,-0.06,2.81,-0.09,-0.97,0.23,-1.25,1.65,-0.95,16413579
19304,0.01,-1.00,-0.01,14.07,0.64,4.27,-0.09,-0.96,0.23,-1.25,1.71,-1.56,16412602
19316,0.00,-1.01,-0.01,15.20,0.73,4.97,-0.09,-0.96,0.23,-1.16,2.14,-1.40,16411330
19328,-0.01,-1.01,-0.01,15.81,-0.12,4.73,-0.09,-0.96,0.23,-1.19,2.59,-1.80,16410164
19340,-0.02,-1.00,-0.00,15.75,-1.28,4.36,-0.09,-0.96,0.23,-1.46,2.14,-2.93,16409237
19352,-0.03,-0.98,0.00,14.47,-2.17,3.66,-0.09,-0.96,0.24,-1.13,0.37,-3.23,16408642
19363,-0.04,-0.96,0.01,11.99,-3.39,1.68,-0.09,-0.96,0.24,-0.89,-0.15,-3.02,16408502
19376,-0.04,-0.93,0.01,9.19,-3.97,-0.18,-0.09,-0.96,0.24,-0.31,-0.24,-3.17,16407960
19388,-0.04,-0.92,0.01,6.07,-3.94,-1.37,-0.08,-0.97,0.24,0.37,0.82,-3.17,16406801
19400,-0.03,-0.92,0.02,3.91,-3.54,-1.19,-0.08,-0.97,0.24,1.01,3.05,-2.72,16404939
19411,-0.03,-0.93,0.03,1.89,-2.26,-0.34,-0.08,-0.97,0.24,1.50,3.60,-2.66,16402536
